id;scenario;process;parameter;sector;category;specification;new;groups;input_groups;output_groups;year;unit;value
232;f_tra_tokio;x2x_import_coal;costs_variable;x2x;import;[];0;;;;2063;MEUR/a;0.0
233;f_tra_tokio;x2x_import_coal;flow_volume;x2x;import;[];0;;;['pri_coal'];2063;GWh;0.0
234;f_tra_tokio;x2x_import_coal;capacity_inst;x2x;import;[];0;;;;2070;GW;0.0
235;f_tra_tokio;x2x_import_coal;capacity_new;x2x;import;[];0;;;;2070;GW;0.0
236;f_tra_tokio;x2x_import_coal;costs_investment;x2x;import;[];0;;;;2070;MEUR/a;0.0
237;f_tra_tokio;x2x_import_coal;costs_fixed;x2x;import;[];0;;;;2070;MEUR/a;0.0
238;f_tra_tokio;x2x_import_coal;costs_variable;x2x;import;[];0;;;;2070;MEUR/a;0.0
239;f_tra_tokio;x2x_import_coal;flow_volume;x2x;import;[];0;;;['pri_coal'];2070;GWh;0.0
240;f_tra_tokio;x2x_import_crudeoil;capacity_inst;x2x;import;[];0;;;;2021;GW;1171.552105995084
241;f_tra_tokio;x2x_import_crudeoil;capacity_new;x2x;import;[];0;;;;2021;GW;1171.552105995084
242;f_tra_tokio;x2x_import_crudeoil;costs_investment;x2x;import;[];0;;;;2021;MEUR/a;0.0
243;f_tra_tokio;x2x_import_crudeoil;costs_fixed;x2x;import;[];0;;;;2021;MEUR/a;0.0
244;f_tra_tokio;x2x_import_crudeoil;costs_variable;x2x;import;[];0;;;;2021;MEUR/a;14861.580263182535
245;f_tra_tokio;x2x_import_crudeoil;flow_volume;x2x;import;[];0;;;['pri_crude_oil'];2021;GWh;349684.2414866491
246;f_tra_tokio;x2x_import_crudeoil;capacity_inst;x2x;import;[];0;;;;2028;GW;750.2696675973013
247;f_tra_tokio;x2x_import_crudeoil;capacity_new;x2x;import;[];0;;;;2028;GW;750.2696675973013
248;f_tra_tokio;x2x_import_crudeoil;costs_investment;x2x;import;[];0;;;;2028;MEUR/a;0.0
249;f_tra_tokio;x2x_import_crudeoil;costs_fixed;x2x;import;[];0;;;;2028;MEUR/a;0.0
250;f_tra_tokio;x2x_import_crudeoil;costs_variable;x2x;import;[];0;;;;2028;MEUR/a;8534.574805741799
251;f_tra_tokio;x2x_import_crudeoil;flow_volume;x2x;import;[];0;;;['pri_crude_oil'];2028;GWh;230872.17689112137
252;f_tra_tokio;x2x_import_crudeoil;capacity_inst;x2x;import;[];0;;;;2035;GW;231.6846046464604
253;f_tra_tokio;x2x_import_crudeoil;capacity_new;x2x;import;[];0;;;;2035;GW;231.6846046464604
